oid,traffic_sign_id,traffic_sign_code,traffic_sign_text,status,traffic_sign_source,traffic_sign_sector,status_date,last_update,date_import
#344,3125332,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/07/2022,07/07/2022,22/12/2022 0:51
#345,3125334,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 16:00   בימי ו' וערבי חג   מ 08:00 עד 11:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/07/2022,07/07/2022,22/12/2022 0:51
#346,3125336,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/07/2022,07/07/2022,22/12/2022 0:51
#347,3125338,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00   בימי ו' וערבי חג   מ 07:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/07/2022,07/07/2022,22/12/2022 0:51
#348,3125345,439,"בתוקף 7 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00   בימי ו' וערבי חג   מ 07:00 עד 12:00    ביתר הימים והשעות   החניה מותרת לרכב   הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,10/07/2022,10/07/2022,22/12/2022 0:51
#349,3125350,439,"בתוקף 40 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 06:00 עד 18:00  ו' וערב חג מ 06:00 עד 15:00    ביתר הימים והשעות  החניה מותרת לכל סוגי הרכב      רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,10/07/2022,10/07/2022,22/12/2022 0:51
#350,3125353,439,"בתוקף 18 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 06:00 עד 19:00  בימי  ו' וערבי חג   מ 06:00 עד 14:00     ביתר הימים והשעות:   החניה בשני מקומות החניה    הראשונים הצמודים לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,10/07/2022,10/07/2022,22/12/2022 0:51
#351,3125364,439,"בתוקף 8 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 12:00       ביתר הימים והשעות   החניה מותרת לרכב  הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,10/07/2022,10/07/2022,22/12/2022 0:51
#352,3125395,439,"בתוקף 18 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 15:00  ו' וערבי חג   מ 07:00 עד 13:00    ביתר הימים והשעות:   החניה בשני מקומות החניה   הראשונים הצמודים לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,11/07/2022,11/07/2022,22/12/2022 0:51
#353,3125781,439,"12מ'   מותרת פריקה וטעינה רציפה   לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 08:00 עד 16:00    מותרת החניה לכל סוגי הרכב  בשאר הימים והשעות",קיים,ועדות,פריקה וטעינה,21/07/2022,21/07/2022,22/12/2022 0:51
#354,3125788,439,"בתוקף <--------  מותרת פריקה וטעינה רציפה   לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ו'  מ 09:00 עד 16:00    רכב החונה בניגוד לחוק יגרר  ביתר הימים והשעות  מותרת חניה לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,21/07/2022,21/07/2022,22/12/2022 0:51
#355,3127851,439,מותרת פריקה וטעינה בלבד  בימים א'-ה' מ-07:00 עד-15:00  ביום ו'  מ-07:00 עד-13:00 ----------------------------------------------- מותרת חניה בימים א' עד ה'  מ- 15:00 עד 07:00  ביום ו' וערבי חג  מ- 16:00 עד 07:00  למחרת השבת והחג,קיים,אין מידע,פריקה וטעינה,10/11/2022,10/11/2022,22/12/2022 0:51
#356,3128057,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00   ו' וערבי חג   מ 08:00 עד 15:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,08/12/2022,08/12/2022,22/12/2022 0:51
#357,3128384,439,"------->  בתוקף  ------>  4 מקומות חניה  מותרת פריקה וטעינה רציפה   לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 08:00 עד  17:00   רכב חונה בניגוד לחוק חגרר",קיים,ועדות,פריקה וטעינה,29/11/2022,29/11/2022,22/12/2022 0:51
#358,3128386,439,"------->  בתוקף  ------>  4 מקומות חניה  מותרת פריקה וטעינה רציפה   לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 08:00 עד  17:00   רכב חונה בניגוד לחוק חגרר",קיים,ועדות,פריקה וטעינה,29/11/2022,29/11/2022,22/12/2022 0:51
#359,3128428,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/11/2022,30/11/2022,22/12/2022 0:51
#360,3128469,439,12 מטר  בתוקף א-ה  משעה 07:00 עד 17:00  ביום ו' וערבי חג  משעה 07:00 עד 13:00  ----------------------------------- פריקה וטעינה מותרת,קיים,ועדות,פריקה וטעינה,01/12/2022,28/07/2021,22/12/2022 0:51
#361,3128493,439,"בתוקף 2 מקומות   מותרת פריקה וטעינה רציפה   כלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' -ו'  מ 08:00 עד 14:00   רכב חונה בניגוד לחוג יגרר   ביתר השעות והימים  מותרת החניה לכל סוגי הרכב  ------------>",קיים,אין מידע,פריקה וטעינה,01/12/2022,01/12/2022,22/12/2022 0:51
#362,3128624,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 14:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,05/12/2022,05/12/2022,22/12/2022 0:51
#363,3128693,439,"בתוקף 13 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 15:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/12/2022,07/12/2022,22/12/2022 0:51
#364,3128732,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 10:00  מ 17:00 עד 20:00   בימי ו' וערבי חג   מ 08:00 עד 10:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/12/2022,07/12/2022,22/12/2022 0:51
#365,3128733,439,"בתוקף 10 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:30 עד 13:00   בימי ו' וערבי חג   מ 07:30 עד 13:00     ביתר הימים והשעות:   החניה מותרת לרכב   הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/12/2022,07/12/2022,22/12/2022 0:51
#366,3128753,439,"בתוקף 6 מ'   פריקה וטעינה רציפה    מותרת לכלי רכב  המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 11:00 עד 13:00      ביתר הימים והשעות:   החניה מותרת לרכב הנושא    תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,08/12/2022,08/12/2022,22/12/2022 0:51
#367,3129041,439,"בתוקף 20 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 14:00       ביתר הימים והשעות:   החניה בשני מקומות החניה   הראשונים הצמודים לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,14/12/2022,14/12/2022,22/12/2022 0:51
#368,3129052,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00   ו' וערבי חג   מ 09:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,14/12/2022,14/12/2022,22/12/2022 0:51
#369,3129081,439,"בתוקף 16 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/12/2022,18/12/2022,22/12/2022 0:51
#370,3129091,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ו'  מ 07:00 עד 15:00   ביתר הימים והשעות החניה   מותרת לרכב הנושא תג נכה בלבד  רכב אחר יגרר",קיים,ועדות,חנית נכה בפריקה וטעינה,18/12/2022,18/12/2022,22/12/2022 0:51
#371,3129103,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 09:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/12/2022,18/12/2022,22/12/2022 0:51
#372,1043692,439,"מותרת פריקה וטעינה רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי"" ו""אחוד"" בלבד בימי א-ה מ-08:00 עד 15:00 ו' וערבי חג מ-08:00 עד 13:00 רכב החונה בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,02/08/2018,12/09/2018,22/12/2022 0:51
#373,1043712,439,"בתוקף 12 מ'  מותרת פריקה וטעינה  רציפה לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"" ו""אחוד"" בלבד בימי א-ה מ-08:00 עד 15:00 ו' וערבי חג מ-08:00 עד 13:00 רכב החונה בניגוד לחוק יגרר ביתר הימים והשעות  מותרת החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,02/08/2018,02/08/2018,22/12/2022 0:51
#374,1048004,439,"בתוקף 18 מטר מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' משעה 09:00 עד 15:00 רכב החונה בניגוד לחוק- יגרר ביתר השעות מותרת החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,08/08/2018,24/03/2019,22/12/2022 0:51
#375,1048029,439,"מותרת פריקה וטעינה רציפה 12 מטר בלבד לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו""אחוד"" בלבד בימים א' - ו' משעה 09:00 עד 15:00 רכב חונה בניגוד לחוק יגרר בשאר הימים והשעות החניה אסורה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,08/08/2018,09/08/2018,22/12/2022 0:51
#376,1048064,439,12 מטר בתוקף בימים א-ה משעה 07:00 עד 17:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,08/08/2018,09/08/2018,22/12/2022 0:51
#377,1048248,439,מטר בתוקף בימים א-ה משעה 0800 עד 1700 ביום ו' וערבי חג משעה 0800 עד 1300 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,08/08/2018,09/08/2018,22/12/2022 0:51
#378,1052763,439,בימי א'-ה בשעות: 08:00 עד 17:00 ביום ו' ובערב חג בשעות: 08:00 עד 13:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#379,1052805,439,12 מטר בתוקף בימי חול בימי א'-ה' משעה 07:00 עד 17:00 בימי ו' וערבי חג משעה 07:00 עד 13:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,27/01/2021,22/12/2022 0:51
#380,1053071,439,12 מטר בתוקף בימים א' ה' משעה 07:00 עד 17:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#381,1053155,439,בתוקף בימים א'-ה' משעה 07:00 עד 17:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#382,1053418,439,בימי א'-ה' בשעות 08:00 עד 17:00 ביום ו' ובערבי חג בשעות 08:00 עד 13:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#383,1053442,439,בתוקף בימים א' עד ה' משעה 08:00 עד 17:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#384,1053464,439,בתוקף בימי חול בימי א'-ה' בשעות: 8:00 עד 17:00  ביום ו' ובערב חג בשעות: 8:00 עד 13:00 פריקה וטעינה  מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#385,1053524,439,בימי א'-ה' בשעות 08:00 עד 17:00 ביום ו' ובערבי חג בשעות 08:00 עד 13:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#386,1053530,439,"בתוקף 10 מ'  מותרת פריקה וטעינה  רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי""  ו""אחוד"" בלבד בימי א'-ה' מ-07:00 עד 19:00 ו' וערבי חג מ-07:00 עד 13:00 רכב החונה בניגוד  לחוק יגרר ביתר הימים והשעות מותרת החניה  לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#387,1053847,439,מטר בתוקף בימים א'-ה' משעה 08:00 עד 17:00  ביום ו' וערבי חג משעה 08:00 עד 13:00  פריקה וטעינה מותרת ,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#388,1054096,439,א' עד ה'  בשעות 08:00 עד 17:00 ביום ו' וערבי חג בשעות 08:00 עד 13:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#389,1054418,439,"בתוקף 20 מ'  מותרת פריקה וטעינה רציפה לכלי רכב  המוגדרים ברשיונם   ""משא"", ""מסחרי"" ו""אחוד"" בלבד בימי א-ה מ- 8:00 עד 11:00 ו' וערבי חג מ-08:00 עד 11:00  רכב החונה בניגוד לחוק יגרו  ביתר הימים והשעות מותרת החניה  לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,03/10/2018,04/10/2018,22/12/2022 0:51
#390,1056748,439,12 מטר בימי א-ו מ09:00 עד 15:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,04/10/2018,17/04/2019,22/12/2022 0:51
#391,1056766,439,"בתוקף 12 מ' פריקה וטעינה מותרת   לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד בימים א' - ה' מ08:00 עד 15:00 ביתר הימים והשעות החניה מותרת לכל סוגי הרכב רכב החונה בניגוד לחוק יגרר  ",קיים,סקר יזום,פריקה וטעינה,04/10/2018,06/12/2022,22/12/2022 0:51
#392,1056776,439,"12 מטר  מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד בימים א' עד ה' מ-09:00 עד 16:00 בימי ו' וערבי חג מ- 09:00 עד 13:30 רכב חונה בניגוד לחוק יגרר ביתר הימים והשעות  מותרת חניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,04/10/2018,04/10/2018,22/12/2022 0:51
#393,1056886,439,משעה 07:00 עד 16:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,04/10/2018,04/10/2018,22/12/2022 0:51
#394,1057100,439,"בתוקף 12 מ' פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א'-ה' מ-08:00 עד 16:00 ביתר הימים והשעות החניה אסורה רכב חונה בניגוד לחוק יגרר",קיים,סקר יזום,פריקה וטעינה,04/10/2018,04/10/2018,22/12/2022 0:51
#395,1057102,439,"בתוקף 12 מ'  מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו""אחוד"" בלבד  בימי א-ה מ-08:00 עד 13:00 רכב החונה בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,04/10/2018,04/10/2018,22/12/2022 0:51
#396,1057185,439,"מותרת פריקה וטעינה רציפה 12 מטר לכלי רכב המוגדרים ברישיונם ""משא"" , ""מסחרי"" ו""אחוד"" בלבד בימים א' עד ה' משעה 08:00 עד 14:00 רכב חונה בניגוד לחוק יגרר בשאר הימים והשעות החניה מותרת לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,04/10/2018,16/04/2019,22/12/2022 0:51
#397,1057214,439,"בתוקף 12 מטר מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחר"" ו-""אחוד"" בלבד",קיים,סקר יזום,פריקה וטעינה,04/10/2018,04/10/2018,22/12/2022 0:51
#398,1059739,439,בתוקף משעה 07:00 עד 17:00 פרט לפריקה וטעינה משעה 17:00 עד 07:00 למחרת אסורה חניה לרכב מעל 4 טון,קיים,סקר יזום,פריקה וטעינה,05/10/2018,07/10/2018,22/12/2022 0:51
#399,1059743,439,בתוקף משעה 07:00 עד 17:00 פרט לפריקה וטעינה משעה 17:00 עד 07:00 למחרת אסורה חניה לרכב מעל 4 טון,קיים,סקר יזום,פריקה וטעינה,05/10/2018,07/10/2018,22/12/2022 0:51
#400,1065188,439,"בתוקף 14 מ' מותרת פריקה וטעינה רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי""   ו-""אחוד"" בלבד בימי א-ה   מ-07:00 עד 09:00 מ-15:00 עד 19:00 רכב החונה בניגוד  לחוק יגרר ביתר הימים והשעות מותרת החניה  לכל סוגי הרכב   ",קיים,סקר יזום,פריקה וטעינה,15/11/2018,18/11/2018,22/12/2022 0:51
#401,1065755,439,"10 מטר בתוקף  בימים א'-ה' משעה 10:00 עד 14:00 בימי ו' משעה 09:00 עד 12:00 מותרת פריקה וטעינה לכלי רכב המוגדרים ברשיונם ""מסחרי"" , ""משא"" ו""אחוד""  בלבד ביתר השעות והימים  מותרת החניה לכל סוגי הרכב  ",קיים,סקר יזום,פריקה וטעינה,15/11/2018,18/11/2018,22/12/2022 0:51
#402,1065825,439,"10 מטר בתוקף  בימים א'-ה' משעה 10:00 עד 14:00 בימי ו' משעה 09:00 עד 12:00 מותרת פריקה וטעינה לכלי רכב המוגדרים ברשיונם ""מסחרי"" , ""משא"" ו""אחוד""  בלבד ביתר השעות והימים  מותרת החניה לכל סוגי הרכב  ",קיים,סקר יזום,פריקה וטעינה,15/11/2018,18/11/2018,22/12/2022 0:51
#403,1065845,439,"10 מטר בתוקף  בימים א'-ה' משעה 10:00 עד 14:00 בימי ו' משעה 09:00 עד 12:00 מותרת פריקה וטעינה לכלי רכב המוגדרים ברשיונם ""מסחרי"" , ""משא"" ו""אחוד""  בלבד ביתר השעות והימים  מותרת החניה לכל סוגי הרכב   ",קיים,סקר יזום,פריקה וטעינה,15/11/2018,18/11/2018,22/12/2022 0:51
#404,1067735,439,"בתוקף במרכז הרחבה פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו""אחוד"" בלבד",קיים,סקר יזום,פריקה וטעינה,29/11/2018,02/12/2018,22/12/2022 0:51
#405,1069762,439,12 מטר בתוקף א'-ו' משעה 08:00 עד 18:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#406,1069814,439,בתוקף בימים א' עד ה' משעה 06:00 עד 17:00 בימי ו' מ- 06:00 עד 14:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#407,1070075,439,בתוקף בימי חול מ 07:00 עד 19:00 מותרת פריקה וטעינה בלבד בימים  בשעות א'-ה' מ 07:00 עד 14:00  מ 18:00 עד 19:00 ו' מ 07:30 עד 12:30  מ 15:30 עד 17:00,קיים,סקר יזום,פריקה וטעינה,19/12/2018,15/05/2019,22/12/2022 0:51
#408,1070115,439,"בתוקף 12 מ' פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד בימים א' - ה' משעה 09:00 עד 13:00 ביתר הימים והשעות מותרת החניה  לכל סוגי הרכב רכב חונה בניגוד לחוק יגרר",קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#409,1070390,439,12 מטר בתוקף בימים א' עד ה' משעה 08:00 עד 15:00 פריקה וטעינה  מותרת,קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#410,1070878,439,"פריקה וטעינה רציפה מורת לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א' -ה' מ- 06:00 עד 09:00 ביתר הימים והשעות מותרת   העלאת והורדת נוסעים בלבד ",קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#411,1070897,439,"מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד בימים א' - ה' משעה 08:00 עד 19:00 בימי ו' וערבי חג משעה 08:00 עד 14:00 רכב החונה בניגוד לחוק יגרר ביתר השעות והימים  אסורה החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#412,1070919,439,"בתוקף 12 מטר  פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד בימים א' -ה' משעה 08:00 עד 13:00 ו' וערבי חג משעה 08:00 עד 11:00  ביתר השעות והימים החניה אסורה רכב חונה בניגוד לחוק יגרר ",קיים,ועדות,פריקה וטעינה,19/12/2018,05/09/2019,22/12/2022 0:51
#413,1070959,439,פרט לפריקה וטעינה  לרכב עד 4 טון בימים א' -ה' משעה 06:00 עד 10:00 ביתר השעות החניה אסורה לכל סוגי הרכב  אזור גרירה,קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#414,1071027,439,"בתוקף 12 מ' מותרת פריקה וטעינה רציפה  לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד בימי א'-ה' מ-07:00 עד 16:00 בימי ו' וערבי חג מ-07:00 עד 14:00 רכב חונה בניגוד לחוק יגרר ביתר השעות מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#415,1071057,439,"בתוקף 12 מטר  מותרת פריקה וטעינה  רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי""  ו""אחוד"" בלבד בימי א-ה מ-08:00 עד 18:00 ו' וערבי חג מ-08:00 עד 12:00 רכב החונה בניגוד  לחוק יגרר ביתר הימים והשעות מותרת החניה  לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#416,1071210,439,בתוקף בימים א' - ה' 08:00-15:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#417,1071237,439,"בתוקף 12 מטר  מותרת פריקה וטעינה רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' עד ו' מ 08:00 עד 16:00 רכב חונה בניגוד לחוק-יגרר ביתר השעות החניה מותרת לכל סוגי רכב ",קיים,ועדות,פריקה וטעינה,19/12/2018,26/04/2022,22/12/2022 0:51
#418,1071265,439,"מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד בימים א' - ה' מ 08:00 עד 15:00 בימי ו' וערבי חג מ 08:00 עד 13:00 רכב חונה בניגוד לחוק יגרר מותרת החניה  בימים א' - ה' מ 15:00 עד 08:00 ביום ו' וערבי חג מ 13:00 עד 08:00 ""למחרת בשבת""",קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
